id	motivo	tab1	label
1074	anda pesimo hay que resetearlo a cada rato 	servicio	7
1075	mal servicio tecnico	relacionamiento	6
1076	hay que reiniciarlo constantemente 	servicio	7
1077	es muy caro	precio	4
1078	la mala atenciÛn telefÛnica que tuve cuando tuve unproblema	relacionamiento	6
1079	no me gusta que en el abono b·sico los canales tomen el audio secundario, muchas veces en otro idioma ysin subtÌtulos	contenido	1
1080	a cada rato se me cae la seÒal	servicio	7
1081	el precio es muy caro, sobre todo en relaciÛn a lo mal que funciona el servicio. se congela con demasiada asiduidad, no se puede ajustar la fecha y hora (est· equivocada), y no permite pausar la programaciÛn ni rebobinar, ni ver un programa anterior	precio	4
1082	se pueden ver programas cuando quieras	otros	9
1083	todos los dÌas hay microcortes, se corta la seÒal. solamente tengo conectado un celular, tv y una notebook	servicio	7
1084	porque se corta continuamente internet, y los decÌ se viven trabando  	servicio	7
1085	muy poca programacion todo repetido	contenido	1
1086	est„Å muy bueno .	producto	5
1087	ya no podrÌamos estar sin contar con las prestaciones de flow, nos resulta muy ˙til.	funcionalidad	3
1088	se corta todo el tiempo. la aplicacion no funciona	servicio	7
1089	no.hay buenas peliculas	contenido	1
1090	el precio muy alto por la oferta que brindan	precio	4
1091	el deco inal·mbrico tiene 15 segundos de diferencia con lo analÛgico y se cuelga muy seguido.	servicio	7
1092	la respuesta r·pida en las consultas / la calidad de transmisiÛn	servicio	7
1093	no funciona la app	servicio	7
1094	como se conecta directo de internet (tengo fibertel) demora mas de 8 segundos cuando se quiere pasar de canal, y ademas la pantalla cuando cambia queda 3 segundo o mas en color negro, demorando la visualizacion del nuevo canal	servicio	7
1095	en mi caso funciona bastante mal	servicio	7
1096	no anda bien, figura siempre error de reproduccion, tarda mucho en entrar al canal y se corta en mitad de la transmision.	servicio	7
1097	se tilda mucho, las series y pelÌculas son mediocres !!!	servicio	7
1098	es muy caro 	precio	4
1099	precio	precio	4
1100	variedad de peliculas y series	contenido	1
1101	no tiene contenidos que se desctaquen demasiado, se cuelga, y no permite seguir un hisotrial sobre quÈ se vio o no. 	contenido	1
1102	es dificil de buscar contenido, esta todo mezclado, el buscador no muestra resultados de contenido que si est· disponible. deberÌan aprender de netflix u otras plataformas similares	funcionalidad	3
1103	el decodificador se tilda, marca cualquier hora, hay programa o canales que no se pueden ver  tengo que desenchufar contastemente el decodificador. las app tardan siglos en abrir 	servicio	7
1104	mal	otros	9
1105	conforme por todos los ptogramas que se pueden ver,	contenido	1
1106	se desconecta demasido 	servicio	7
1107	muy complicado para entrar y para volver a la tv y embocar el programa y horario de transmisiÛn.	funcionalidad	3
1108	me encanta y parece muy ˙til el servicio q permite flow, pero me funciona  mal o no  me funciona la mayor  parte del tiempo o en lis canales q m·s miro	servicio	7
1109	nunca  vi  nada en flow	no lo uso	0
1110	no e muuy claro 	precio	4
1111	que se me corta en el celular 	flow app	2
1112	mala calidad del servicio	servicio	7
1113	muy mal servicio.se corta y el volumen es malÌsimo o se baja o se sube solo.	servicio	7
1114	mal funcionamineto , se tilda , anda mal 	servicio	7
1115	buen servicio siempre 	servicio	7
1116	no me soluccionaron inconveniente y sigo sin que funcione bien servicio	relacionamiento	6
1117	en los ultimos meses se corta.	servicio	7
1118	cada vez queo enciendo de o desconectar de la corriente y volver a empezar me lo cam iaron y sigue igual	servicio	7
1119	se corta mucho el servicio y es muy caro para lo que ..no se para que hacen esta encuesta si no mejoran nunca nada y cada vez mas malo y mas caro el servicio.	precio	4
1120	cada vez que lo quiero usar se traba	servicio	7
1121	la ultima actualizaciÛn del software del equipo, ha hecho que la experiencia sea muy mala, con problemas en las interfaces, de la guÌa, no funciona el reloj, los botones no responden en tiempo y forma,, y realmente ya ha pasado varias semanas con este problema.	servicio	7
1122	cortes constantes, mala seÒal, tarifa demasiada alta	servicio	7
1123	pedi control remoto nuevo y nunca llegÛ 	servicio	7
1124	mal servicio tecnico	servicio	7
1125	el contenido de cable perdio mucha calidad. solo lo usaba para ver noticias. para ver series o entretenimiento, utilizaba servicios de stream y su decoficiador no permitia la instalacion de ninguno que no sea disney y netflix. en dispositivo principalmente por el ui de flow. poca capacidad de guardado de contenido. es bastante lento y limitada. no permite instalaciÛn de aplicaciones o servicios de stream mas que los q ofrece por defecto. 	contenido	1
1126	los equipos son muy lentos y muchas veces falla	servicio	7
1127	no tengo ning˙n deco flow	servicio	7
1128	muchas veces no puedo ver programas ya emitidos, da error, lo mismo si quiero retroceder un programa en emision.	servicio	7
1129	sucede muy seguido que cuando quiero ver una pelÌcula se congela la imagen y me canso de retroceder y reiniciar a pelicula, y vuelve a paar. no tengo ganas de llamar a reclamar( ya lo hice en varias oportunidades se arregla provisoriamente y al tiempo otra vez pasa lo mismo). termino yendome a dormir sin terminar de ver la pelÌcula.er	servicio	7
1130	cuando me quise conectar no pude y cuando quise ver una carrera de f1 habÌa q estar suscrito a otro paquete 	contenido	1
1131	poder adelantar o retrocer programas.	funcionalidad	3
1132	 el servicio es caro los programas son repetitivos 	precio	4
1133	no tiene nada sin contrataciÛn adicional	contenido	1
1134	al deco de flow le faltan otras aplicaciones como hbo max y el contenido de flow es un poco pobre 	contenido	1
1135	por los priblemas que tengi ultimamente y considero que deberian cambiar ya mi codificafor	servicio	7
1136	pierde la coneccion siempre 	servicio	7
1137	las pelÌculas en la plataforma son viejas y las nuevas son poco interesantes. mucho pochocleras poco cine de arte	contenido	1
1138	poco din·mico, invasivo 	funcionalidad	3
1139	no la uso 	no lo uso	0
1140	cambiaron el numero de at telefonica y no publican el nuevo en ning˙n lado. si hay un problema no hay como reclamar	relacionamiento	6
1141	el servicio es malo se corta se tilda 	servicio	7
1142	la idea de la funcionalidad es buena, pero tiene frecuentes desajustes y, en particular a la noche, el streaming no funciona correctamente	servicio	7
1143	muy buena	producto	5
1144	porque no funciona del todo bien, intentÈ ver desde la aplicacion en mi telefono y notebook el partido de la fecha y no pude. 	flow app	2
1145	variedad de films	contenido	1
1146	poco para ver por su precio	precio	4
1147	cambian los titulos de ligar la busqueda es dificil y no se pueden poner subtitulos	funcionalidad	3
1148	a veces se congela la imagen, o se reinicia a cualquier hora	servicio	7
1149	anda siempre mal, al querer castear al chromecast siempre tira error y se desconecta todo. cuando termina un programa hay que manualmente entrar y seleccionar el siguiente, no sigue andando la programacion automaticamente, es pesima. se llevaron ux previa sus desarrolladores. 	flow app	2
1150	no lo veo interesante	funcionalidad	3
1151	calidad de servicio, atenciÛn , precio y calidad 	servicio	7
1152	el poder ver programas ya emitidos, es muy bueno! lo ˙nico reprochable es tener que iniciar sesiÛn en alg˙n dispositivo, que ustedes llaman nuevo!! sÌ observar·n la direcciÛn ip: me evitarÌan Èse trastorno.	funcionalidad	3
1153	interface confusa	funcionalidad	3
1154	porque no lo uso	no lo uso	0
1155	lo uso poco y veo que la cuota de cablevision esta muy cara para un jubilado como yo.	precio	4
1156	se corta el servicio en forma reiterada	servicio	7
1157	no es atractivo el contenido, lo que es interesante se tiene que pagar	contenido	1
1158	amplio contenido	contenido	1
1159	dificil de usar. escasa informaciÛn sobre el material ofrecido. se pretende netflix y es un mal remedo	funcionalidad	3
1160	me encanto la rapidez con que pude ubicar lo que buscaba	funcionalidad	3
1161	no te atiende nadie. se corta. 	servicio	7
1162	se cae la conexiÛn todo el tiempo y es muy lenta la interfaz de usuario	servicio	7
1163	tengo problemas con el codificador, cuando no se queda sin vos se me apaga el televisor	servicio	7
1164	la eleccion de peliculas es mala son viejas y podrian elegir en ese rango las buenas que fue una epoca de buen cine	contenido	1
1165	tengo 100 mega y no puedo ver nada siempre sin conecciÛn de internet  	servicio	7
1166	cada dos o tres semanas empieza a andar mal (lentitud, calidad de imagen, canales que no cargan) y hay que andar desenchuf·ndolo y volviÈndolo a enchufar. es bastante precario.	servicio	7
1167	excelente programacion	contenido	1
1168	mala seÒal de internet y se traba el conversor de flow	servicio	7
1169	la interfaz de usuario se tilda y no es muy intuitiva.	servicio	7
1170	funciona pÈsimo	servicio	7
1171	funciona, prefiero directv	servicio	7
1172	no est·n disponibles los programas que me interesan	contenido	1
1173	el sistema tiene sus pro y sus contras	servicio	7
1174	mucha programaciÛn repetida,a veces actualiza dentro de horarios centrales en lugar de hacerlo en horas de pico uso	contenido	1
1175	porque puedo ver programas en el horario que tengo disponible 	funcionalidad	3
1176	nunca me atendiÛ ninguna  persona 	relacionamiento	6
1177	muchas funciones juntas y falta de entrenamiento disponible, complejo de aprender	funcionalidad	3
1178	interfaz lentisima	servicio	7
1179	todos los dÌas un problema nuevo con el decodificador, se tildan los canales, la guÌa.	servicio	7
1180	tengo poca seÒal de internet	servicio	7
1181	no lo se usarr	funcionalidad	3
1182	venimos teniendi hace un tiempo inconveniente con la coneccion durante la noche al principio arranci bien despues fue empeorando durante la noche sobre todo	servicio	7
1183	siempre tengo problemas con cable e internet	servicio	7
1184	equipo usado y que funciona lento y mal	servicio	7
1185	el contenido es bueno y permite simular un smart tv con las aplicaciones que tiene. pero no funciona bien, hay momentos en que se traba, principalmente el reto	servicio	7
1186	utilzar el retroceso para ver algo no te permite verlo espaÒol ejempÒe warner bros el subtitulo queda fijo. y no siempre funciona.	servicio	7
1187	es complicado el sistema cuando entras despues se complica para ir a otro canal o se tilda y tenes que dessenchufar y volver a enchufar el aparato	servicio	7
1188	"no estoy inclinado a ""recomendar"", pero flow me ha resultado excelente."	producto	5
1189	funciona muy lento todo. se cuelga muchas veces. el acceso a las plataformas es super lento. mejoren!!!	servicio	7
1190	no funciona bien 	servicio	7
1191	porque siempre pasa algo diferente y no me ofrece el servicio por el cual pago. ya me cambiaron el descodificador pero siempre se tilda, ahora no puedo poner desde el principio un programa que est· empezado, y si insisto se freeza y tengo que volver a la guÌa para poder ver	servicio	7
1192	muy poca variedad y actualidad en peliculas	contenido	1
1193	se cuelga mucho. a veces no anda para volver atras y tengo que desenchufar el deco	servicio	7
1194	contrate el servicio hace aprox cuatro meses, me ofrecieron cosas que no se cumplieron. mi primera facturacion fue de mas de ocho mil pesos. la segunda casi setecientos pesos y esta ultima cinco mil y pico de pesos. no es lo convenido al momento de la contratacion. asi que realmente no recomendaria el servicio y que lo pactado para la contratacion  lo envien por escrito. siento mucha bronca y estoy pensando que hacer con el servicio	relacionamiento	6
1195	no lo uso	no lo uso	0
1196	ninguno	otros	9
1197	precio caro, no siempre anda bien, poco alcance	precio	4
1198	poco ·gil	funcionalidad	3
1199	tengo que reiniciarlo bastante seguido porque se cuelga	servicio	7
1200	no enciende r·pidamente.	servicio	7
1201	buena idea, pero lento en el uso del control remoto y se podria mejorar la visualizacion de la grilla	servicio	7
1202	no es el servicio que crei que era	producto	5
1203	hay temas que no m e interesan	contenido	1
1204	con las ˙ltimas actualizaciones no con la fluidez de antes, el volumen de los programas ya emitidos es bajo. a veces se cuelga y falla algunas funciones y hay que reiniciarlo.	servicio	7
1205	por quÈ es mala	otros	9
1206	no encuentro en las series nada que me guste	contenido	1
1207	se cuelga constantemente y los subtÌtulos funcionan mal	servicio	7
1208	porque a veces no funciona 	servicio	7
1209	la seÒal es discontinua hice el reclamo y el problema sigue	servicio	7
1210	el deco es malo	servicio	7
1211	interface del usuario confusa y falla constantemenre	funcionalidad	3
1212	material obselote	otros	9
1213	no me anda el pack futbol en mis dispositivos hace mas de 2 semanas	servicio	7
1214	siempre se me corta el servicio	servicio	7
1215	funciona muy mal 	servicio	7
1216	la aplicacion se cuelga todo el tiempo. en la television cada tanto deja de funcionar y tengo que recetear el codificador.	servicio	7
